year,statefp,countyfp,state,county,final_award_amount,total_co_staff,total_co_salary,total_bed_count,total_all_inmate_days,total_illegal_inmate_days,total_unknown_inmate_days,total_inmate_records,unique_inmate_records,ice_unknown_inmates,ice_eligible_inmates,ice_ineligible_inmates,type
2010,,,PA,County of Berks,27714.0,195.0,9922342.31,1397.0,414558.0,,,61.0,59.0,31.0,21.0,7.0,county
2010,,,PA,County of Blair,3960.0,79.0,2678712.06,338.0,118070.0,,,12.0,12.0,9.0,0.0,3.0,county
2010,,,PA,County of Bucks,171331.0,283.0,20604435.0,1083.0,394977.0,,,360.0,271.0,125.0,49.0,97.0,county
2010,,,PA,County of Centre,9891.0,66.25,2397304.0,349.0,77739.0,,,29.0,29.0,9.0,1.0,19.0,county
2010,,,PA,"County of Chester ,West Chester  Pa",128183.0,226.57,10739532.73,1389.0,351922.0,,,201.0,185.0,133.0,30.0,22.0,county
2010,,,PA,County of Crawford,1384.0,59.24,2256467.49,282.0,72024.0,,,3.0,3.0,2.0,1.0,0.0,county
2010,,,PA,County of Cumberland,18808.0,71.82000000000001,3200807.65,398.0,100755.0,,,43.0,43.0,20.0,5.0,18.0,county
2010,,,PA,County of Dauphin,59562.0,208.32,11791307.21,1013.0,348923.0,,,198.0,118.0,67.0,20.0,31.0,county
2010,,,PA,County of Erie,27640.0,164.43,7110463.29,849.0,218783.0,,,59.0,46.0,41.0,0.0,5.0,county
2010,,,PA,County of Indiana,6256.0,48.56999999999999,1787819.4500000002,256.0,50370.0,,,9.0,6.0,3.0,2.0,1.0,county
2010,,,PA,County of Lancaster,29904.0,197.33,7689160.85,1184.0,431834.0,,,127.0,127.0,44.0,24.0,59.0,county
2010,,,PA,County of Lebanon,22893.0,107.0,3553247.0,645.0,166440.0,,,81.0,81.0,51.0,12.0,18.0,county
2010,,,PA,County of Lehigh,98604.0,267.35,14666175.53,1698.0,487206.0,,,296.0,240.0,120.0,46.0,74.0,county
2010,,,PA,County of Lycoming,3169.0,62.08,2173599.2,392.0,125547.0,,,12.0,8.0,7.0,0.0,1.0,county
2010,,,PA,County of Monroe,16946.0,102.16,4440405.35,406.0,127838.0,,,62.0,61.0,15.0,12.0,34.0,county
2010,,,PA,County of Westmoreland,6987.0,140.39000000000001,5399998.26,692.0,189207.02,,,20.0,12.0,8.0,1.0,3.0,county
2010,,,PA,Lackawanna County,9631.0,165.4,7363097.74,1186.0,380118.0,,,35.0,31.0,20.0,3.0,8.0,county
2010,,,PA,Montgomery County,23715.0,276.0,13007583.0,1745.0,636925.0,,,81.0,73.0,46.0,13.0,14.0,county
2010,,,PA,Northampton County,35534.0,196.71,8200653.74,828.0,284700.0,,,94.0,88.0,50.0,11.0,27.0,county
2010,,,PR,Puerto Rico Department of Corrections and Rehabilitation,398176.0,5451.0,142794396.0,14839.0,4566880.0,,,346.0,319.0,216.0,67.0,36.0,state
2010,,,RI,State of Rhode Island,1026129.0,971.4,95614913.0,4255.0,1377185.0,,,685.0,617.0,298.0,123.0,196.0,state
2010,,,SC,Aiken County,11353.0,67.89,2180456.58,419.0,152935.0,,,73.0,67.0,55.0,7.0,5.0,county
2010,,,SC,"Anderson, County of",9887.0,69.3,2259267.19,403.0,147095.0,,,48.0,47.0,37.0,6.0,4.0,county
2010,,,SC,Charleston County,185959.0,380.0,15130575.8,1355.0,617087.0,,,1606.0,1279.0,908.0,329.0,42.0,county
2010,,,SC,Colleton County,2501.0,27.0,787081.36,131.0,47712.0,,,25.0,25.0,24.0,0.0,1.0,county
2010,,,SC,County Council of Beaufort,89990.0,79.51,3276170.87,335.0,122125.0,,,281.0,281.0,237.0,36.0,8.0,county
2010,,,SC,County of Berkeley,9415.0,35.160000000000004,1200184.3900000001,436.0,158831.0,,,64.0,59.0,55.0,2.0,2.0,county
2010,,,SC,County of Dorchester,4119.0,56.15,1450607.88,265.0,96390.0,,,50.0,47.0,43.0,1.0,3.0,county
2010,,,SC,County of Greenville,102626.0,260.33,9868302.15,1484.0,541572.0,,,486.0,402.0,354.0,27.0,21.0,county
2010,,,SC,County of Greenwood,5763.0,33.3,1050751.93,225.0,81881.0,,,55.0,46.0,44.0,2.0,0.0,county
2010,,,SC,County of Horry,108691.0,164.41,5567071.0,687.0,250755.0,,,449.0,449.0,377.0,46.0,26.0,county
2010,,,SC,County of Laurens,3795.0,36.94,984722.1900000001,234.0,85196.0,,,21.0,20.0,17.0,1.0,2.0,county
2010,,,SC,County of Pickens,16298.0,26.0,953962.9400000001,136.0,49640.0,,,47.0,47.0,38.0,6.0,3.0,county
2010,,,SC,County of York,48282.0,98.99000000000001,3625165.46,587.0,206112.0,,,254.0,251.0,189.0,56.0,6.0,county
2010,,,SC,Georgetown County,1311.0,42.4,1282738.05,220.0,77116.0,,,9.0,9.0,8.0,1.0,0.0,county
2010,,,SC,LEXINGTON COUNTY,53164.0,106.5,4515906.09,872.0,318098.0,,,352.0,325.0,264.0,48.0,13.0,county
2010,,,SC,Richland County Government,4572.0,281.0,9574214.0,1120.0,366460.0,,,12.0,12.0,12.0,0.0,0.0,county
2010,,,SC,State of South Carolina,376359.0,4886.0,123790114.33,24136.0,8789565.0,,,574.0,574.0,370.0,150.0,54.0,state
2010,,,SD,Pennington County,5501.0,71.19,3197066.83,461.0,168155.0,,,38.0,32.0,26.0,1.0,5.0,county
2010,,,SD,State of South Dakota,63247.0,479.0,18060337.0,3328.0,1214720.0,,,109.0,95.0,20.0,46.0,29.0,state
2010,,,TN,County Of Hamblen,9907.0,37.47,969860.89,300.0,109302.0,,,91.0,85.0,79.0,4.0,2.0,county
2010,,,TN,County of Anderson,4815.0,60.33,1817826.53,235.0,85411.0,,,46.0,44.0,39.0,0.0,5.0,county
2010,,,TN,County of Montgomery,44305.0,102.98,3522311.42,936.0,179234.0,,,161.0,116.0,102.0,1.0,13.0,county
2010,,,TN,County of Sumner,17781.0,130.87,3413845.23,662.0,214776.0,,,75.0,68.0,58.0,6.0,4.0,county
2010,,,TN,Hamilton County,41915.0,158.0,5361107.0,625.0,219000.0,,,325.0,305.0,219.0,75.0,11.0,county
2010,,,TN,Lincoln County,3390.0,30.8,863320.27,124.0,44923.0,,,3.0,3.0,3.0,0.0,0.0,county
2010,,,TN,Metropolitan Nashville And Davidson County,246890.0,450.0,15576515.85,2918.0,947504.0,,,867.0,858.0,19.0,792.0,47.0,county
2010,,,TN,Rutherford County,16127.0,151.0,4801843.0,958.0,286963.0,,,85.0,78.0,64.0,14.0,0.0,county
2010,,,TN,State of Tennessee,296793.0,2466.0,64333008.0,20109.0,7001795.0,,,1490.0,606.0,298.0,220.0,88.0,state
2010,,,TX,Brazoria County,120817.0,149.0,6835886.97,1160.0,300080.0,,,285.0,271.0,178.0,67.0,26.0,county
2010,,,TX,COUNTY OF CROCKETT,5718.0,8.53,344232.64,12.0,3697.0,,,2.0,2.0,2.0,0.0,0.0,county
2010,,,TX,COUNTY OF HUDSPETH,2891.0,20.88,511105.74,119.0,33690.0,,,21.0,21.0,20.0,0.0,1.0,county
2010,,,TX,COUNTY OF LUBBOCK,52926.0,245.68,9025909.91,795.0,263103.0,,,117.0,117.0,85.0,7.0,25.0,county
2010,,,TX,COUNTY OF LYNN,889.0,15.71,418423.7,54.0,15069.0,,,5.0,5.0,4.0,1.0,0.0,county
2010,,,TX,Caldwell County,12746.0,43.93,1088303.36,301.0,67462.0,,,44.0,44.0,40.0,3.0,1.0,county
2010,,,TX,Cameron County,259841.0,321.0,7558932.0,1422.0,449537.0,,,1048.0,1001.0,800.0,142.0,59.0,county
2010,,,TX,Chambers County,13810.0,29.2,933286.01,148.0,41886.0,,,66.0,65.0,50.0,8.0,7.0,county
2010,,,TX,County Of Hunt,19767.0,81.17,2454135.27,343.0,113675.0,,,41.0,39.0,27.0,10.0,2.0,county
2010,,,TX,County of Andrews,5919.0,13.13,571998.25,50.0,20603.0,,,17.0,17.0,12.0,5.0,0.0,county
2010,,,TX,County of Angelina,21355.0,54.59,1551161.3599999999,276.0,100010.0,,,107.0,89.0,63.0,16.0,10.0,county
2010,,,TX,County of Atascosa,3894.0,26.080000000000002,851736.09,138.0,36114.0,,,19.0,17.0,13.0,2.0,2.0,county
2010,,,TX,County of Bailey,4510.0,19.3,486181.38,96.0,16726.0,,,21.0,21.0,21.0,0.0,0.0,county
2010,,,TX,County of Bastrop,13203.0,81.52,2819593.7,392.0,134998.0,,,87.0,68.0,48.0,8.0,12.0,county
2010,,,TX,County of Bell,98935.0,178.85,6058884.04,841.0,252610.0,,,351.0,291.0,215.0,37.0,39.0,county
2010,,,TX,County of Bexar,195908.0,960.0,37553802.77,4598.0,1513871.0,,,590.0,521.0,388.0,85.0,48.0,county
2010,,,TX,County of Bosque,2466.0,9.93,273731.56,35.0,9564.0,,,14.0,13.0,11.0,2.0,0.0,county
2010,,,TX,County of Bowie,7928.0,126.14,3837389.94,921.0,323103.0,,,45.0,35.0,28.0,5.0,2.0,county
2010,,,TX,County of Brazos,56689.0,101.84,3783398.69,595.0,217138.0,,,210.0,196.0,139.0,45.0,12.0,county
2010,,,TX,County of Brewster,17863.0,14.56,384930.15,56.0,18703.0,,,91.0,91.0,56.0,33.0,2.0,county
2010,,,TX,County of Brown,6678.0,33.61,1043356.54,196.0,55045.0,,,31.0,28.0,24.0,2.0,2.0,county
2010,,,TX,County of Burnet,6444.0,38.82,1159677.29,587.0,28392.0,,,18.0,14.0,12.0,0.0,2.0,county
2010,,,TX,County of Carson,1359.0,6.78,191910.91,24.0,6887.0,,,3.0,3.0,2.0,1.0,0.0,county
2010,,,TX,County of Castro,2679.0,7.45,173200.78,18.0,3130.0,,,3.0,3.0,3.0,0.0,0.0,county
2010,,,TX,County of Cherokee,9505.0,32.7,932093.3200000001,188.0,61246.0,,,53.0,47.0,36.0,5.0,6.0,county
2010,,,TX,County of Collin,410922.0,248.0,13139135.91,1010.0,325418.0,,,713.0,666.0,442.0,119.0,105.0,county
2010,,,TX,County of Comal,39316.0,81.16,3295717.71,337.0,89441.0,,,110.0,104.0,79.0,12.0,13.0,county
2010,,,TX,County of Comanche,1512.0,13.66,388705.64,148.0,27653.0,,,9.0,8.0,5.0,1.0,2.0,county
2010,,,TX,County of Crane,639.0,4.86,199235.4,24.0,5524.0,,,2.0,2.0,2.0,0.0,0.0,county
2010,,,TX,County of Dallam,12590.0,13.120000000000001,367735.65,51.0,11248.0,,,28.0,28.0,25.0,3.0,0.0,county
2010,,,TX,County of Dallas,1259167.0,1509.0,83504936.38,8555.0,2225040.0,,,4215.0,3809.0,2901.0,574.0,334.0,county
2010,,,TX,County of Deaf Smith,7629.0,19.0,528519.91,93.0,28125.0,,,46.0,39.0,35.0,2.0,2.0,county
2010,,,TX,County of Denton,354020.0,342.68,11795109.34,1400.0,422132.0,,,778.0,738.0,531.0,142.0,65.0,county
2010,,,TX,County of Duval,951.0,12.870000000000001,277377.4,33.0,7304.0,,,4.0,4.0,4.0,0.0,0.0,county
2010,,,TX,County of Eastland,1225.0,17.05,444189.17,96.0,24662.0,,,7.0,7.0,5.0,0.0,2.0,county
2010,,,TX,County of Ector,51323.0,97.73,3925737.75,667.0,216919.0,,,232.0,218.0,178.0,21.0,19.0,county
2010,,,TX,County of Ellis,19447.0,103.24000000000001,3711279.18,568.0,128650.0,,,59.0,59.0,43.0,7.0,9.0,county
2010,,,TX,County of Fannin,4291.0,21.64,533642.87,96.0,30568.0,,,17.0,16.0,13.0,1.0,2.0,county
2010,,,TX,County of Fayette,2516.0,12.59,361175.25,45.0,8892.0,,,15.0,14.0,9.0,2.0,3.0,county
2010,,,TX,County of Fort Bend,243779.0,331.0,10436639.44,1766.0,327961.0,,,450.0,442.0,267.0,125.0,50.0,county
2010,,,TX,County of Gillespie,28024.0,10.52,392099.35000000003,15.0,5274.0,,,38.0,38.0,31.0,3.0,4.0,county
2010,,,TX,County of Gray,1761.0,17.35,523439.94,78.0,20075.0,,,5.0,5.0,4.0,0.0,1.0,county
2010,,,TX,County of Grayson,41004.0,92.97,3236246.08,431.0,125127.0,,,140.0,124.0,102.0,15.0,7.0,county
2010,,,TX,County of Harris,2656448.0,2055.02,106409845.9,3817540.0,4146767.0,,,7406.0,6485.0,4008.0,1992.0,485.0,county
2010,,,TX,County of Harrison,6749.0,24.28,781759.14,182.0,66116.0,,,45.0,43.0,38.0,1.0,4.0,county
2010,,,TX,County of Hays,63176.0,105.18,4074795.41,362.0,116290.0,,,127.0,119.0,96.0,10.0,13.0,county
2010,,,TX,County of Hemphill,6685.0,6.640000000000001,249055.33000000002,21.0,2169.0,,,2.0,2.0,1.0,1.0,0.0,county
2010,,,TX,County of Hidalgo,418866.0,315.0,8855861.73,1200.0,423859.0,,,2365.0,2251.0,2063.0,130.0,58.0,county
2010,,,TX,County of Hill,10853.0,37.18,1260395.69,243.0,51100.0,,,46.0,44.0,30.0,8.0,6.0,county
2010,,,TX,County of Hopkins,7714.0,28.38,773695.0,102.0,38714.0,,,31.0,30.0,27.0,3.0,0.0,county
2010,,,TX,County of Hutchinson,6283.0,15.85,648130.7000000001,70.0,15965.0,,,22.0,22.0,20.0,2.0,0.0,county
2010,,,TX,County of Johnson,41902.0,124.29,4106989.99,775.0,153754.0,,,185.0,176.0,137.0,10.0,29.0,county
2010,,,TX,County of Kerr,12550.0,31.48,1201077.91,192.0,53582.0,,,54.0,49.0,34.0,7.0,8.0,county
2010,,,TX,County of Lamar,8095.0,38.28,954628.31,220.0,58575.0,,,43.0,42.0,37.0,4.0,1.0,county
2010,,,TX,County of Lee,7638.0,17.6,521913.72000000003,106.0,16022.0,,,35.0,34.0,22.0,10.0,2.0,county
2010,,,TX,County of Leon,2658.0,8.0,232158.83000000002,53.0,9818.0,,,10.0,10.0,9.0,0.0,1.0,county
2010,,,TX,County of Liberty,13378.0,67.96000000000001,1972028.35,372.0,113263.0,,,62.0,61.0,47.0,13.0,1.0,county
2010,,,TX,County of Limestone,5818.0,19.990000000000002,679300.02,111.0,40502.0,,,41.0,40.0,33.0,4.0,3.0,county
2010,,,TX,County of Live Oak,182.0,12.540000000000001,337191.34,96.0,7426.0,,,1.0,1.0,1.0,0.0,0.0,county
2010,,,TX,County of Matagorda,19195.0,22.32,645496.38,192.0,48757.0,,,63.0,63.0,40.0,19.0,4.0,county
2010,,,TX,County of Maverick,6518.0,27.18,752298.71,250.0,82618.0,,,41.0,36.0,21.0,11.0,4.0,county
2010,,,TX,County of Montgomery,146000.0,207.37,7779028.49,1157.0,328841.0,,,481.0,451.0,287.0,118.0,46.0,county
2010,,,TX,County of Moore,34360.0,14.82,547354.1900000001,62.0,20733.0,,,142.0,124.0,82.0,12.0,30.0,county
2010,,,TX,County of Navarro,25602.0,74.93,2454920.89,290.0,83950.0,,,79.0,76.0,53.0,12.0,11.0,county
2010,,,TX,County of Nueces,29824.0,119.03,4427893.66,1020.0,331238.0,,,289.0,247.0,193.0,19.0,35.0,county
2010,,,TX,County of Ochiltree,11557.0,4.97,185436.74,32.0,10217.0,,,66.0,64.0,53.0,7.0,4.0,county
2010,,,TX,County of Orange,14169.0,55.52,2918065.54,326.0,60896.0,,,28.0,27.0,21.0,4.0,2.0,county
2010,,,TX,County of Palo Pinto,6306.0,27.26,946993.16,142.0,44431.0,,,22.0,16.0,10.0,4.0,2.0,county
2010,,,TX,County of Parker,46883.0,65.00999999999999,2265161.2,446.0,122879.0,,,169.0,164.0,130.0,18.0,16.0,county
2010,,,TX,County of Parmer,11520.0,15.34,389706.4,48.0,11321.0,,,15.0,15.0,12.0,3.0,0.0,county
2010,,,TX,County of Pecos,3344.0,9.88,289471.06,49.0,9564.0,,,19.0,17.0,11.0,2.0,4.0,county
2010,,,TX,County of Polk,10200.0,26.07,731037.39,119.0,35395.0,,,42.0,39.0,24.0,13.0,2.0,county
2010,,,TX,County of Randall,19354.0,77.9,3027388.83,379.0,113150.0,,,41.0,36.0,22.0,6.0,8.0,county
2010,,,TX,County of Rockwall,37803.0,50.74,1943996.83,243.0,60686.0,,,118.0,95.0,74.0,9.0,12.0,county
2010,,,TX,County of Smith,66934.0,194.41,6387473.34,755.0,245356.0,,,323.0,281.0,221.0,19.0,41.0,county
2010,,,TX,County of Starr,14298.0,57.74,1237809.71,275.0,79469.0,,,45.0,39.0,32.0,4.0,3.0,county
2010,,,TX,County of Tarrant,486285.0,752.61,32371174.45,4571.0,1213136.0,,,1892.0,1636.0,1212.0,228.0,196.0,county
2010,,,TX,County of Taylor,15130.0,82.2,2600270.64,874.0,184299.0,,,101.0,91.0,69.0,12.0,10.0,county
2010,,,TX,County of Upshur,2400.0,28.92,865219.56,226.0,73039.0,,,22.0,21.0,13.0,6.0,2.0,county
2010,,,TX,County of Van Zandt,9385.0,30.96,812855.59,192.0,60245.0,,,33.0,32.0,22.0,8.0,2.0,county
2010,,,TX,County of Victoria,33037.0,125.0,3562133.42,532.0,161589.0,,,134.0,105.0,83.0,11.0,11.0,county
2010,,,TX,County of Walker,13299.0,29.34,929834.77,162.0,53290.0,,,59.0,58.0,34.0,19.0,5.0,county
2010,,,TX,County of Webb,194418.0,127.02,5227741.3,567.0,171504.0,,,426.0,379.0,260.0,80.0,39.0,county
2010,,,TX,County of Wheeler,3928.0,11.18,334722.52,14.0,4086.0,,,9.0,9.0,6.0,2.0,1.0,county
2010,,,TX,County of Williamson,152917.0,181.82,7252571.91,1104.0,209875.0,,,475.0,434.0,308.0,77.0,49.0,county
2010,,,TX,County of Wood,4598.0,25.63,821035.0800000001,157.0,33920.0,,,19.0,18.0,15.0,1.0,2.0,county
2010,,,TX,County of Zapata,17656.0,55.4,1363959.07,240.0,60792.0,,,71.0,67.0,50.0,13.0,4.0,county
2010,,,TX,County of Zavala,4649.0,18.95,364039.77,66.0,22284.0,,,9.0,9.0,8.0,0.0,1.0,county
2010,,,TX,Culberson County,7478.0,6.55,172599.01,17.0,4050.0,,,5.0,5.0,5.0,0.0,0.0,county
2010,,,TX,El Paso County,819712.0,656.0,40231139.48,2440.0,797032.0,,,1282.0,1271.0,1029.0,156.0,86.0,county
2010,,,TX,Freestone County,29253.0,19.48,580280.2000000001,43.0,12045.0,,,84.0,84.0,63.0,17.0,4.0,county
2010,,,TX,Galveston County,89823.0,238.04,10145866.89,1171.0,337532.0,,,180.0,180.0,113.0,43.0,24.0,county
2010,,,TX,"Gregg, County of",47433.0,133.75,4120896.48,916.0,315847.0,,,273.0,249.0,213.0,16.0,20.0,county
2010,,,TX,HOCKLEY COUNTY,2216.0,17.06,550676.41,64.0,21072.0,,,7.0,6.0,5.0,0.0,1.0,county
2010,,,TX,Henderson County,37104.0,96.73,3219264.39,508.0,89178.0,,,83.0,77.0,63.0,6.0,8.0,county
2010,,,TX,Hood County,6510.0,42.75,1231611.05,196.0,71249.0,,,41.0,39.0,31.0,4.0,4.0,county
2010,,,TX,Jefferson County,54618.0,265.0,12472236.0,1200.0,329338.0,,,158.0,155.0,118.0,34.0,3.0,county
2010,,,TX,Kaufman County,16183.0,125.67,4247169.41,531.0,116233.0,,,33.0,33.0,22.0,6.0,5.0,county
2010,,,TX,McLennan County,112504.0,179.5,6878385.6,931.0,315133.0,,,307.0,281.0,203.0,52.0,26.0,county
2010,,,TX,Medina County,9030.0,19.32,502955.02,96.0,30295.0,,,24.0,23.0,20.0,1.0,2.0,county
2010,,,TX,Milam County,5015.0,28.47,830719.5,160.0,44752.0,,,17.0,17.0,16.0,1.0,0.0,county
2010,,,TX,Nacogdoches County,21935.0,40.879999999999995,1366324.1400000001,292.0,78007.0,,,121.0,113.0,86.0,19.0,8.0,county
2010,,,TX,Rusk County,3455.0,25.06,831277.1900000001,96.0,31080.0,,,10.0,10.0,8.0,1.0,1.0,county
2010,,,TX,State of Texas,16049239.0,32804.0,1134786377.0,160873.0,56904885.0,,,20338.0,13059.0,1602.0,10263.0,1194.0,state
2010,,,TX,Tom Green County,15403.0,89.94,2523167.09,449.0,156210.0,,,87.0,76.0,56.0,6.0,14.0,county
2010,,,TX,Travis County,915571.0,885.0,39278809.0,3040.0,864859.0,,,1390.0,1354.0,1183.0,105.0,66.0,county
2010,,,TX,WISE COUNTY,24607.0,39.41,1532931.79,328.0,69677.0,,,97.0,96.0,73.0,17.0,6.0,county
2010,,,UT,Box Elder County,5113.0,44.16,1483346.12,164.0,49438.0,,,27.0,26.0,18.0,3.0,5.0,county
2010,,,UT,County of Tooele,7377.0,31.8,1475961.56,153.0,55845.0,,,34.0,33.0,24.0,5.0,4.0,county
2010,,,UT,County of Washington,50721.0,81.99,3926727.7199999997,615.0,224322.0,,,294.0,278.0,194.0,70.0,14.0,county
2010,,,UT,County of Weber,38516.0,201.0,8326795.0,1188.0,372886.0,,,194.0,188.0,104.0,63.0,21.0,county
2010,,,UT,Davis County,86877.0,126.0,7735040.0,920.0,266450.0,,,302.0,302.0,210.0,59.0,33.0,county
2010,,,UT,Salt Lake County,759613.0,508.0,27831637.0,2128.0,757098.0,,,2002.0,1785.0,1150.0,396.0,239.0,county
2010,,,UT,State of Utah,705924.0,1317.0,55742480.0,6901.0,2372221.0,,,498.0,479.0,110.0,309.0,60.0,state
2010,,,UT,Utah County Government,249455.0,179.0,8417219.39,1208.0,225538.0,,,855.0,795.0,304.0,419.0,72.0,county
2010,,,VA,Arlington County,234362.0,196.0,17257927.0,719.0,203355.0,,,363.0,339.0,142.0,85.0,112.0,county
2010,,,VA,CITY OF WINCHESTER,79844.0,54.49,2617170.69,345.0,71491.0,,,136.0,119.0,77.0,37.0,5.0,county
2010,,,VA,COUNTY OF CLARKE,6943.0,6.53,313514.29,41.0,8564.0,,,13.0,13.0,13.0,0.0,0.0,county
2010,,,VA,COUNTY OF FAUQUIER,3746.0,19.37,930329.12,123.0,25413.0,,,9.0,9.0,5.0,2.0,2.0,county
2010,,,VA,COUNTY OF FREDERICK,54760.0,62.24,2989331.63,394.0,81657.0,,,78.0,74.0,47.0,20.0,7.0,county
2010,,,VA,COUNTY OF SPOTSYLVANIA,7260.0,71.0,2288422.49,330.0,100238.0,,,36.0,29.0,4.0,16.0,9.0,county
2010,,,VA,COUNTY OF STAFFORD,17543.0,105.0,3400179.75,490.0,161930.0,,,52.0,39.0,5.0,23.0,11.0,county
2010,,,VA,Chesterfield County,177756.0,270.07,12803458.26,873.0,318330.0,,,208.0,204.0,68.0,128.0,8.0,county
2010,,,VA,City Of Danville,2286.0,53.5,1844698.8599999999,213.0,76367.0,,,14.0,10.0,8.0,1.0,1.0,county
2010,,,VA,City of Alexandria,155604.0,133.09,10027232.38,340.0,159473.0,,,276.0,238.0,62.0,99.0,77.0,county
2010,,,VA,City of Charlottesville,19953.0,53.85,2471571.56,291.0,99319.0,,,53.0,48.0,39.0,3.0,6.0,county
2010,,,VA,City of Chesapeake,31412.0,312.0,14326389.37,543.0,417748.0,,,70.0,63.0,45.0,11.0,7.0,county
2010,,,VA,City of Fredericksburg,5287.0,61.0,1993840.1099999999,288.0,91608.0,,,24.0,20.0,6.0,9.0,5.0,county
2010,,,VA,City of Manassas,154616.0,23.55,1574541.2000000002,77.0,27523.0,,,112.0,108.0,10.0,90.0,8.0,county
2010,,,VA,City of Martinsville,1376.0,39.16,1336364.0,134.0,48862.0,,,9.0,8.0,8.0,0.0,0.0,county
2010,,,VA,City of Newport News,23154.0,195.89000000000001,7295597.76,596.0,217480.0,,,61.0,56.0,47.0,2.0,7.0,county
2010,,,VA,City of Norfolk,76764.0,404.58000000000004,16213600.23,1677.0,584977.0,,,257.0,238.0,160.0,43.0,35.0,county
2010,,,VA,City of Poquoson,601.0,2.2800000000000002,84721.61,12.0,4250.0,,,6.0,3.0,2.0,1.0,0.0,county
2010,,,VA,City of RIchmond,37688.0,437.45,17826309.67,1629.0,594281.0,,,95.0,90.0,59.0,21.0,10.0,county
2010,,,VA,City of Roanoke,14439.0,161.95000000000002,6933449.85,834.0,262070.0,,,73.0,65.0,48.0,9.0,8.0,county
2010,,,VA,City of Suffolk,5489.0,92.55,2534623.86,337.0,122926.0,,,20.0,14.0,13.0,0.0,1.0,county
2010,,,VA,City of Virginia Beach,137253.0,375.5,16318604.83,1416.0,516525.0,,,469.0,382.0,256.0,53.0,73.0,county
2010,,,VA,Commonwealth of Virginia,1586477.0,7544.0,251864768.0,34543.0,12332072.0,,,1337.0,1335.0,406.0,655.0,274.0,county
2010,,,VA,County of Albemarle,35373.0,40.46,1849371.51,218.0,74328.0,,,101.0,92.0,78.0,8.0,6.0,county
2010,,,VA,County of Amelia,4153.0,12.79,417770.83,101.0,13066.0,,,10.0,5.0,4.0,0.0,1.0,county
2010,,,VA,County of Buckingham,166.0,11.4,372429.56,90.0,11648.0,,,1.0,1.0,1.0,0.0,0.0,county
2010,,,VA,County of Fairfax,603472.0,309.62,25085743.63,1309.0,477785.0,,,986.0,744.0,378.0,190.0,176.0,county
2010,,,VA,County of Henry,12474.0,39.17,1518354.5,204.0,74249.0,,,33.0,32.0,21.0,8.0,3.0,county
2010,,,VA,County of Lunenburg,9217.0,14.47,472572.06,114.0,14780.0,,,14.0,13.0,12.0,1.0,0.0,county
2010,,,VA,County of Nelson,2510.0,6.69,307162.05,36.0,12343.0,,,5.0,5.0,5.0,0.0,0.0,county
2010,,,VA,County of Nottoway,2211.0,15.200000000000001,496935.18,120.0,26016.0,,,14.0,14.0,14.0,0.0,0.0,county
2010,,,VA,County of Pittsylvania,5976.0,34.12,1234146.07,135.0,48973.0,,,9.0,9.0,7.0,2.0,0.0,county
2010,,,VA,County of Prince William,563548.0,246.63,16180420.5,807.0,294519.0,,,774.0,709.0,74.0,470.0,165.0,county
2010,,,VA,Cumberland County,521.0,6.62,216461.69,52.0,6770.0,,,1.0,1.0,1.0,0.0,0.0,county
2010,,,VA,Henrico County,34130.0,324.0,11773559.0,1359.0,432966.0,,,102.0,100.0,50.0,39.0,11.0,county
2010,,,VA,Isle of Wight County,219.0,23.3,638020.6,85.0,30942.0,,,1.0,1.0,0.0,1.0,0.0,county
2010,,,VA,James City County,9007.0,28.38,1055514.36,146.0,53000.0,,,52.0,48.0,34.0,9.0,5.0,county
2010,,,VA,Loudoun County,174802.0,83.25,6179828.53,220.0,77929.0,,,602.0,539.0,276.0,145.0,118.0,county
2010,,,VA,Prince Edward County,121.0,41.28,1348942.82,325.0,42189.0,,,6.0,5.0,2.0,1.0,2.0,county
2010,,,VA,Rockingham County,79095.0,79.0,2531728.0,340.0,115065.0,,,241.0,234.0,46.0,148.0,40.0,county
2010,,,VA,Shenandoah County,10562.0,27.0,1155333.0,104.0,35910.0,,,25.0,24.0,6.0,15.0,3.0,county
2010,,,VA,Williamsburg City,7109.0,14.8,550690.4400000001,76.0,27647.0,,,38.0,37.0,26.0,8.0,3.0,county
2010,,,VA,York County,13160.0,33.08,1230508.3,170.0,61790.0,,,41.0,39.0,25.0,7.0,7.0,county
2010,,,VA,culpeper county,9562.0,32.0,1538418.0,100.0,30618.0,,,18.0,18.0,12.0,6.0,0.0,county
2010,,,VI,Virgin Islands,365483.0,183.0,11309757.0,867.0,160869.0,,,173.0,145.0,24.0,62.0,59.0,county
2010,,,VT,Vermont Department of Corrections,27240.0,495.0,23432384.0,1614.0,556346.0,,,44.0,39.0,4.0,9.0,26.0,state
2010,,,WA,Adams County,20678.0,6.0,207314.0,28.0,10303.0,,,71.0,71.0,35.0,31.0,5.0,county
2010,,,WA,City of Wenatchee,32540.0,76.0,4051030.0,383.0,131011.0,,,149.0,139.0,80.0,39.0,20.0,county
2010,,,WA,City of Yakima,22630.0,14.0,801654.22,79.0,25631.0,,,143.0,130.0,74.0,38.0,18.0,county
2010,,,WA,Clark County,53882.0,160.0,7436930.0,768.0,268664.0,,,207.0,182.0,65.0,72.0,45.0,county
2010,,,WA,County of Benton,71384.0,125.18,6932757.15,866.0,316035.0,,,421.0,353.0,235.0,74.0,44.0,county
